budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title_x,vote_average,vote_count,title_y,cast
15000000,['Comedy'],11132,en,Confessions of a Teenage Drama Queen,7.424798,2004-02-17,29331068,89.0,Released,She's making a scene over everything.,Confessions of a Teenage Drama Queen,5.1,221,Confessions of a Teenage Drama Queen,"['Lindsay Lohan', 'Adam Garcia', 'Glenne Headly', 'Alison Pill', 'Megan Fox', 'Barbara Mamabolo', 'Pedro Miguel Arce', 'Jessica Barrera']"
15000000,"['Comedy', 'Drama', 'Romance']",17127,en,The Object of My Affection,5.164281,1998-04-17,46905889,111.0,Released,Sometimes The Most Desirable Relationship Is The One You Can't Have,The Object of My Affection,5.6,72,The Object of My Affection,"['Jennifer Aniston', 'Paul Rudd', 'Hayden Panettiere', 'Alan Alda', 'Allison Janney', 'John Pankow', 'Steve Zahn', 'Nigel Hawthorne', 'Gabriel Macht', 'Kevin Carroll', 'Sarah Hyland', 'Tim Daly', 'Audra McDonald', 'Amo Gulinello', 'Paz de la Huerta']"
15000000,"['Horror', 'Thriller', 'Science Fiction']",1562,en,28 Weeks Later,34.759855,2007-04-26,64238440,100.0,Released,When days turn to weeks... the horror returns.,28 Weeks Later,6.5,1197,28 Weeks Later,"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne', 'Jeremy Renner', 'Harold Perrineau', 'Catherine McCormack', 'Idris Elba', 'Mackintosh Muggleton', 'Amanda Walker', 'Shahid Ahmed', 'Garfield Morgan', 'Emily Beecham', 'Beans El-Balawi', 'Meghan Popiel', 'Stewart Alexander', 'Philip Bulcock', 'Chris Ryman', 'Tristan Tait', 'William Meredith', 'Matt Reeves', 'Thomas Garvey', 'Tom Bodell', 'Andrew Byron', 'Sarah Finigan', 'Roderic Culver', 'Maeve Malley-Ryan', 'Ed Coleman', 'Karen Meagher', 'Amanda Lawrence', 'Drew Rhys-Williams', 'Raymond Waring', 'Kish Sharma', 'Jane Thorne', 'Dean Alexandrou', 'Didier Dell Benjamin', 'Gareth Clarke', 'James Fiddy', 'Tommy Gunn', 'Daniel Jefferson', 'Debbie Kurup', 'Selina Lo', 'João Costa Menezes', 'Jane Osborn', 'Jude Poyer', 'Joseph Ripley', 'Simon Delaney', 'Stuart Adams', 'Daniel Baggs', 'Katie Borland', 'Jason Curle', 'Laine Edwards', 'Pip Henderson']"
15000000,['Drama'],232679,en,When the Game Stands Tall,7.297757,2014-08-22,30127963,115.0,Released,"Its Not How Hard You Fall, Its How You Get Back Up",When the Game Stands Tall,6.3,130,When the Game Stands Tall,"['Jim Caviezel', 'Michael Chiklis', 'Laura Dern', 'Clancy Brown', ""Ser'Darius Blain"", 'Stephan James', 'Matthew Daddario', 'Joe Massingill', 'Matthew Frias', 'LaJessie Smith', 'Richard Kohnke', 'Chase Boltin', 'Gavin Casalegno', 'Alexander Ludwig', 'Jessie Usher', 'Les Miles', 'Jesse Moore', 'Adella Gautier', 'Terence Rosemore', 'Deneen Tyler', 'Anna Margaret', 'James DuMont', 'David DeSantos', 'John Neisler', 'Damon Lipari', 'Mike Bleed', 'J.D. Evermore', 'Michael Fletcher', 'Kristofer Gordon', 'Armando Leduc', 'Marlon Favorite', 'Sam Malone', 'Maurice Jones Drew', 'Liann Pattison', 'Teri Wyble', 'Tom Bubrig', 'Al Vicente', 'Payton Bourgeois', 'Anthony Michael Frederick', 'Christopher Berry', 'Sharon Landry', 'Renell Gibbs', 'Mike Kimmel', 'Jim Klock', 'Terry Dale Parks', 'Sandra Taylor', 'Nathaniel Brown', 'Zac Waggener', 'Deric Augustine', 'Skyler Green', 'Henry Frost', 'Dane Rhodes', 'Robert Diago DoQui', 'Judd Lormand', 'Hawn Tran', 'Billy Slaughter', 'Ricky Wayne', 'Craig Tate', 'Jaren Mitchell', 'Donna DuPlantier', 'Ashtin Fortner', 'Lanika R. Revader', 'Jonah Calderini', 'Evan Cleaver', 'Douglas Griffin']"
14000000,"['Comedy', 'Drama', 'Family']",17880,en,Because of Winn-Dixie,3.334804,2005-02-18,32645546,106.0,Released,Discover what happens when you go looking for a miracle and a miracle comes looking for you.,Because of Winn-Dixie,6.1,61,Because of Winn-Dixie,"['Jeff Daniels', 'AnnaSophia Robb', 'Cicely Tyson', 'Eva Marie Saint', 'Dave Matthews', 'Courtney Jines', 'Elle Fanning', 'Luke Benward', 'Nick Price', 'B.J. Hopper', 'Marca Price', 'Lenore Banks', 'John McConnell', 'Harland Williams', 'William Arthur Pitts']"
20000000,"['Action', 'Comedy', 'Drama', 'Romance']",14736,en,Love & Basketball,2.027393,2000-04-21,27728118,124.0,Released,All's fair in love and basketball.,Love & Basketball,7.4,88,Love & Basketball,"['Chris Warren, Jr.', 'Kyla Pratt', 'Sanaa Lathan', 'Omar Epps', 'Alfre Woodard', 'Regina Hall', 'Glenndon Chatman', 'Jess Willard', 'Naykia Harris', 'Harry Lennix', 'Debbi Morgan', 'Dennis Haysbert', 'Al Foster', 'Colleen Matsuhara', 'Gabrielle Union', 'Tyra Banks', 'Christine Dunford', 'Boris Kodjoe', 'Erika Ringor', 'Monica Calhoun']"
0,"['Action', 'Comedy', 'Thriller', 'Romance']",9434,en,Grosse Pointe Blank,13.817269,1997-04-11,28084357,107.0,Released,Even a hit man deserves a second shot.,Grosse Pointe Blank,6.9,275,Grosse Pointe Blank,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack', 'Alan Arkin', 'Hank Azaria', 'Jeremy Piven', 'Mitchell Ryan', 'David Barrett', 'Michael Cudlitz', 'Steve Pink', 'K. Todd Freeman', 'Doug Dearth', 'Ann Cusack', 'Barbara Harris', 'Jenna Elfman', 'Belita Moreno', 'Bill Cusack']"
15000000,['Comedy'],23706,en,All About Steve,13.237835,2009-09-04,40105542,99.0,Released,A Comedy That Clings,All About Steve,4.7,295,All About Steve,"['Sandra Bullock', 'Thomas Haden Church', 'Bradley Cooper', 'Ken Jeong', 'DJ Qualls', 'Howard Hesseman', 'Keith David', 'Beth Grant', 'Katy Mixon', 'M.C. Gainey', 'Holmes Osborne', 'Delaney Hamilton', 'Jason Jones', 'Carlos Gómez', 'George Sharperson', 'Luenell', 'Jackie Johnson', 'Lucy Davis']"
0,"['Mystery', 'Thriller', 'Horror']",11531,en,Book of Shadows: Blair Witch 2,3.890223,2000-10-27,0,90.0,Released,Evil Doesn't Die.,Book of Shadows: Blair Witch 2,4.3,212,Book of Shadows: Blair Witch 2,"['Kim Director', 'Jeffrey Donovan', 'Erica Leerhsen', 'Tristine Skyler', 'Stephen Barker Turner']"
15000000,"['Drama', 'Fantasy', 'Horror', 'Thriller']",9100,en,The Craft,19.517239,1996-05-03,24769466,101.0,Released,Welcome to the witching hour.,The Craft,6.3,380,The Craft,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell', 'Rachel True', 'Skeet Ulrich', 'Christine Taylor', 'Breckin Meyer', 'Nathaniel Marston', 'Cliff DeYoung', 'Assumpta Serna', 'Helen Shaver', 'Jeanine Jackson', 'Brenda Strong', 'Endre Hules', 'Rod Britt']"
15000000,"['Drama', 'Thriller', 'Crime', 'Romance']",116,en,Match Point,30.669913,2005-10-26,85306374,124.0,Released,Passion Temptation Obsession,Match Point,7.3,1105,Match Point,"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer', 'Brian Cox', 'Penelope Wilton', 'James Nesbitt', 'Ewen Bremner', 'Miranda Raison', 'Margaret Tyzack', 'Rupert Penry-Jones', 'Toby Kebbell', 'Alexander Armstrong', 'Matthew Goode', 'Paul Kaye', 'Mark Gatiss', 'Simon Kunz', 'Geoffrey Streatfeild', 'John Fortune', ""Anthony O'Donnell"", 'Rose Keegan', 'Zoe Telford', 'Scott Handy', 'Selina Cadell', 'Georgina Chapman', 'Colin Salmon', 'Steve Pemberton', 'Janis Kelly', 'Alan Oke', 'Emily Gilchrist', 'Eddie Marsan']"
0,"['Comedy', 'Family']",38843,en,Ramona and Beezus,9.681147,2010-07-23,0,103.0,Released,A Little Sister Goes A Long Way.,Ramona and Beezus,6.1,245,Ramona and Beezus,"['Joey King', 'Selena Gomez', 'John Corbett', 'Bridget Moynahan', 'Ginnifer Goodwin', 'Josh Duhamel', 'Sandra Oh', 'Hutch Dano', 'Sierra McCormick', 'Jason Spevack', 'Kathryn Zenna', 'Janet Wright', 'Ruby Curtis', 'Patti Allan', 'Garnet Harding']"
11500000,"['Drama', 'Romance']",1245,en,The Remains of the Day,15.355589,1993-11-05,23237911,134.0,Released,Diamond in the Rough,The Remains of the Day,7.5,202,The Remains of the Day,"['Anthony Hopkins', 'Emma Thompson', 'James Fox', 'Christopher Reeve', 'Hugh Grant', 'Peter Vaughan', 'Ben Chaplin', 'Paula Jacobs', 'Patrick Godfrey', 'Michael Lonsdale', 'Rupert Vansittart', 'Tim Pigott-Smith', 'Lena Headey', 'Paul Copley', 'Peter Cellier', 'Brigitte Kahn', 'John Savident', 'Pip Torrens', 'Peter Eyre', 'Wolf Kahler', 'Abigail Hopkins', 'John Haycraft', 'Caroline Hunt', 'Steve Dibben', 'Terence Bayler', 'Peter Halliday', 'Jeffry Wickham', 'Tony Aitken', 'Christopher Brown', 'Ian Redford', 'Jo Kendall', 'Steven Beard', 'Miles Richardson']"
15000000,['Drama'],4995,en,Boogie Nights,19.85579,1997-09-11,43101594,155.0,Released,"The life of a dreamer, the days of a business, and the nights in between.",Boogie Nights,7.5,796,Boogie Nights,"['Mark Wahlberg', 'Burt Reynolds', 'John C. Reilly', 'Julianne Moore', 'Thomas Jane', 'Heather Graham', 'Philip Seymour Hoffman', 'William H. Macy', 'Don Cheadle', 'Luis Guzmán', 'Alfred Molina', 'Robert Ridgely', 'Philip Baker Hall', 'Robert Downey Sr.', 'Nicole Ari Parker', 'Ricky Jay', 'Rico Bueno', 'Veronica Hart', 'Samson Barkhordarian', 'Nina Hartley', 'Brad Braeden', 'Joanna Gleason', 'Lawrence Hudd', 'Michael Stein', 'Stanley DeSantis', 'Patricia Forte', 'Kai Lennox', 'Laurel Holloman', 'Jason Andrews', ""Lil' Cinderella"", 'Greg Lauren', 'Tom Dorfmeister', 'Jason ""Jake"" Cross', 'Jack Wallace', 'Selwyn Emerson Miller', 'Jamielyn Lippman', 'Missy Spell Tanner', 'Raymond Laboriel', 'Melora Walters', 'Jon Brion', 'Brian Kehew', 'Robin Sharp', 'Audrey Wiechman', 'Tim Soronen', 'Michael Jace', 'Alexander D. Slanger', 'Tom Lenk', 'Lexi Leigh', 'Laura Gronewold', 'Vernon Guichard II', 'Tony Tedeschi', 'Leslie Redden', 'Gregory T. Daniel', 'Jonathan Quint', 'Michael Penn', 'Don Amendolia', 'Summer Cummings', 'Skye Blue', 'Jack Riley', 'John Doe', 'Channon Roe', 'Mike Gunther', 'Michael Raye Smith', 'Michael S. Stencil', 'Dustin Courtney', 'Allan Graf', 'Jose Chaidez', 'B. Philly Johnson', 'Joe G.M. Chan', 'Goliath', 'Israel Juarbe', 'George Anthony Rae', 'Eric Winzenried', 'Sharon Ferrol-Young', 'Anne Fletcher', 'Scott Fowler', 'Melanie A. Gage', 'Eddie Garcia', 'Sebastian La Cause', 'Lance MacDonald', 'Diane Mizota', 'Nathan Prevost', 'Lisa Ratzin', 'Dee Dee Weathers', 'Darrel W. Wright', 'Greg Bronson', 'Grace Bustos', 'Jorga Caye', 'Tyrone D. Dixon', 'Theo Mayes', 'Coleman McClary', 'Jami Philbrick', 'Misty Tamburelli', 'Sean Welch']"
0,"['Action', 'Adventure', 'Drama', 'Thriller']",10413,en,Nowhere to Run,11.689337,1993-01-15,0,94.0,Released,"When the law can't protect the innocent,  the only hero left is an outlaw.",Nowhere to Run,5.5,119,Nowhere to Run,"['Jean-Claude Van Damme', 'Rosanna Arquette', 'Kieran Culkin', 'Ted Levine', 'Tiffany Taubman', 'Edward Blatchford', 'Anthony Starke', 'Joss Ackland', 'Allan Graf', 'Leonard Termo', 'Peter Malota']"
15000000,['Drama'],14012,en,Flicka,3.043589,2006-10-20,21000000,95.0,Released,,Flicka,6.1,52,Flicka,"['Tim McGraw', 'Maria Bello', 'Armie Hammer', 'Alison Lohman', 'Ryan Kwanten', 'Danny Pino', 'Dallas Roberts', 'Kaylee DeFer']"
15000000,"['Horror', 'Thriller']",9793,en,The Hills Have Eyes II,17.141376,2007-03-22,0,89.0,Released,Help isn't coming.,The Hills Have Eyes 2,5.2,351,The Hills Have Eyes 2,"['Michael Bailey Smith', 'Archie Kao', 'Jay Acovone', 'Jeff Kober', 'Philip Pavel', 'David Reynolds', 'Tyrell Kemlo', 'Lee Thompson Young', 'Daniella Alonso', 'Eric Edelstein', 'Jessica Stroup', 'Joseph Beddelem', 'Cécile Breccia', 'Jacob Vargas', 'Ben Crowley']"
14000000,['Horror'],12212,en,Urban Legends: Final Cut,8.885017,2000-09-19,38574362,97.0,Released,Legends Never Die.,Urban Legends: Final Cut,4.4,100,Urban Legends: Final Cut,"['Jennifer Morrison', 'Matthew Davis', 'Loretta Devine', 'Hart Bochner', 'Anthony Anderson', 'Eva Mendes', 'Joey Lawrence', 'Anson Mount', 'Jessica Cauffiel', 'Michael Bacall', 'Marco Hofschneider', 'Derek Aasland', 'Jacinda Barrett', 'Peter Millard', 'Chas Lawther', 'Chuck Campbell', 'Yani Gellman', 'Jeannette Sousa', 'Rebecca Gayheart']"
0,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",13768,en,Tuck Everlasting,4.115398,2002-10-11,0,90.0,Released,"If you could choose to live forever, would you?",Tuck Everlasting,6.4,128,Tuck Everlasting,"['Alexis Bledel', 'William Hurt', 'Sissy Spacek', 'Jonathan Jackson', 'Scott Bairstow', 'Ben Kingsley', 'Amy Irving', 'Victor Garber']"
20000000,"['Action', 'Adventure', 'Drama', 'Thriller']",8975,en,The Marine,7.679336,2006-10-13,22165608,92.0,Released,War is Fine But The Fight Continues,The Marine,5.0,163,The Marine,"['John Cena', 'Kelly Carlson', 'Robert Patrick', 'Abigail Bianca', 'Anthony Ray Parker', 'Manu Bennett', 'Jeff Chase', 'Jerome Ehlers', 'Firass Dirani', 'Christopher Morris']"
15000000,"['Action', 'Comedy']",342521,en,Keanu,18.268009,2016-04-21,20566327,94.0,Released,"Kitten, please.",Keanu,6.0,421,Keanu,"['Jordan Peele', 'Keegan-Michael Key', 'Tiffany Haddish', 'Method Man', 'Darrell Britt-Gibson', 'Jason Mitchell', 'Jamar Malachi Neighbors', 'Luis Guzmán', 'Will Forte', 'Nia Long', 'Rob Huebel', 'Madison Wolfe', 'Jordyn A. Davis', 'James Yeargain', 'Brittany Seymour', 'Richard Holden', 'Nadiyah Skyy Taylor', 'Susan McBrien', 'Jenny Ballard', 'Ian Casselberry', 'Neil Wells', 'David A. Cole', 'Reginal Varice', 'Nicholas Hayner', 'Keanu Reeves', 'Sue-Lynn Ansari', 'Anna Faris', 'Gino Galento', 'Maia Kavchak']"
15000000,"['Drama', 'Romance']",45272,en,Country Strong,7.809701,2010-12-22,20529194,117.0,Released,It doesn't matter where you've been as long as you come back strong.,Country Strong,5.9,80,Country Strong,"['Gwyneth Paltrow', 'Garrett Hedlund', 'Tim McGraw', 'Leighton Meester', 'Marshall Chapman', 'Lari White', 'Jeremy Childs']"
15000000,"['Mystery', 'Horror', 'Science Fiction']",9424,en,Disturbing Behavior,9.378688,1998-07-24,17507368,84.0,Released,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,Disturbing Behavior,5.5,104,Disturbing Behavior,"['James Marsden', 'Katie Holmes', 'Nick Stahl', 'Steve Railsback', 'Bruce Greenwood', 'William Sadler', 'Katharine Isabelle', 'Derek Hamilton', 'Terry David Mulligan', 'Susan Hogan', 'Ethan Embry', 'Tobias Mehler', 'Tygh Runyan', 'Crystal Cass', 'Carly Pope']"
15000000,"['Drama', 'Crime']",97367,en,The Place Beyond the Pines,35.395129,2013-03-20,35485608,140.0,Released,If you ride like lightning you're gonna crash like thunder,The Place Beyond the Pines,6.8,1653,The Place Beyond the Pines,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Dane DeHaan', 'Emory Cohen', 'Rose Byrne', 'Mahershala Ali', 'Bruce Greenwood', 'Harris Yulin', 'Ben Mendelsohn', 'Ray Liotta', 'Robert Clohessy', 'Gabe Fazio', 'Olga Merediz', 'Kayla Smalls', 'Greta Seacat', 'Luca Pierucci', 'Craig Van Hook', 'Brian Smyj', 'Michael Cullen', 'Ephraim Benton', 'Alex Pulling', 'Dante Shafer', 'Leah Bliven', 'Whitney Hudson', 'Breanna Dolen', 'Dorothy Rutherford', 'Anthony Pizza', 'Travis Jackson Campbell', 'Trevor Jackson Campbell', 'Jennifer Sober', 'Frank J. Falvo', 'Hugh T. Farley']"
15000000,"['Crime', 'Action', 'Thriller']",254904,en,The November Man,45.317278,2014-08-27,32556119,108.0,Released,A spy is never out of the game.,The November Man,6.0,639,The November Man,"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko', 'Bill Smitrovich', 'Amila Terzimehic', 'Lazar Ristovski', 'Mediha Musliovic', 'Eliza Taylor', 'Caterina Scorsone', 'Akie Kotabe', 'Will Patton', 'Patrick Kennedy', 'Dragan Marinković', 'Ben Willens', 'Miloš Timotijević', 'Dragan Dvojakovic', 'Tara Jevrosimovic', 'Nina Mrdja', 'Greg De Cuir', 'Steve Shapiro', 'Ben Dimmock', 'Justin Chapman', 'Chad Z. King', 'Marija Dakić', 'Petar Bencina', 'Milutin Milošević', 'Нина Јанковић', 'Jadranka Bugarski', 'Miodrag Stojanovic', 'Nina Lazarevic', 'Tijana Plemic', 'Nebojsa Djordjevic', 'Marko Marković', 'Ilija Labalo', 'Mark Mottram', 'Yulia Martynyuk', 'Dragana Atlija', 'Radoje Jelic']"
15000000,"['Drama', 'Mystery', 'Thriller']",18681,en,Eye of the Beholder,4.302941,1999-09-04,0,109.0,Released,Obsession is in the eye of the beholder.,Eye of the Beholder,5.3,42,Eye of the Beholder,"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin', 'k.d. lang', 'Geneviève Bujold', 'Jason Priestley', 'Kaitlin Brown', 'Anne-Marie Brown', 'David Nerman', 'Steven McCarthy', 'Vlasta Vrána', 'Una Kay', 'Janine Theriault', 'Don Jordan', 'Michelle Sweeney', 'Garth Gilker', 'Michel Perron', 'Louis Negin', 'Gayle Garfinkle', 'Howard Bilerman', 'Leonard Farlinger', 'Vera Miller', 'Nadia Rona', 'Al Vandecruys', 'Russell Yuen']"
15000000,"['Drama', 'Thriller', 'War']",12162,en,The Hurt Locker,47.006162,2008-10-10,42000000,131.0,Released,You'll know when you're in it.,The Hurt Locker,7.2,1840,The Hurt Locker,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty', 'Guy Pearce', 'Ralph Fiennes', 'David Morse', 'Evangeline Lilly', 'Christopher Sayegh', 'Christian Camargo', 'Suhail Aldabbach', 'David Gueriera']"
15000000,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",11495,en,Firestarter,11.379652,1984-05-11,17080167,114.0,Released,Will she have the power... to survive?,Firestarter,5.9,173,Firestarter,"['David Keith', 'Drew Barrymore', 'Freddie Jones', 'Heather Locklear', 'Martin Sheen', 'George C. Scott', 'Art Carney', 'Louise Fletcher', 'Moses Gunn', 'Antonio Fargas', 'Drew Snyder', 'Curtis Credel', 'Keith Colbert', 'Dick Warlock', 'Jeff Ramsey']"
15000000,"['Crime', 'Thriller']",64689,en,Killing Them Softly,24.612603,2012-09-20,37930465,97.0,Released,In America you're on your own.,Killing Them Softly,5.8,742,Killing Them Softly,"['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn', 'James Gandolfini', 'Ray Liotta', 'Richard Jenkins', 'Vincent Curatola', 'Sam Shepard', 'Slaine', 'Max Casella', 'Trevor Long', 'Linara Washington', 'Ross Brodar', 'Wade Allen', 'Christopher Berry', 'Kenneth Brown Jr.', 'Mustafa Harris', 'John McConnell', 'Dared Wright', 'Joe Chrest']"
15000000,['Thriller'],157849,en,A Most Wanted Man,26.708193,2014-07-25,31554855,121.0,Released,,A Most Wanted Man,6.5,541,A Most Wanted Man,"['Philip Seymour Hoffman', 'Rachel McAdams', 'Robin Wright', 'Daniel Brühl', 'Willem Dafoe', 'Grigoriy Dobrygin', 'Nina Hoss', 'Martin Wuttke', 'Kostja Ullmann', 'Rainer Bock', 'Vicky Krieps', 'Homayoun Ershadi', 'Mehdi Dehbi', 'Neil Malik Abdullah', 'Franz Hartwig', 'Vedat Erincin', 'Derya Alabora', 'Tamer Yigit', 'René Lay', 'Herbert Grönemeyer', 'Georg Ebinal', 'Bernhard Schütz', 'Jessica Joffe', 'Imke Büchel', 'Ursina Lardi', 'Uwe Dag Berlin', 'Corinna Kropiunig', 'Max Volkert Martens']"
0,['Comedy'],13166,en,Freddy Got Fingered,8.710294,2001-04-18,0,87.0,Released,A touching story of a young man who desperately wants to make his daddy proud.,Freddy Got Fingered,4.6,115,Freddy Got Fingered,"['Tom Green', 'Rip Torn', 'Marisa Coughlan', 'Eddie Kaye Thomas', 'Harland Williams', 'Anthony Michael Hall', 'Julie Hagerty', 'Jackson Davies', 'Connor Widdows', 'John R. Taylor', 'Bob Osborne', 'Fiona Hogan', 'George Gordon', 'Ron Selmour', 'Drew Barrymore', 'David Neale', 'Scott Heindl', 'Wendy Chmelauskas', 'R. Nelson Brown', 'Lorena Gale', 'Simon Longmore', 'Giacomo Baessato', 'Eric Keenleyside', ""Shaquille O'Neal"", 'Rick Tae', 'Noel Fisher', 'Irene Karas', 'Ted Friend', 'Balinder Johal', 'Kamaljeet Kler', 'Ralph Wagner', 'Mike Bullard', 'Ralph Alderman', 'Chris Carver', 'Michele Cummins', 'Joe Flaherty', 'Stephen E. Miller', 'John Rigg', 'Jorge Rodriguez', 'Cliff Solomon', 'Stephen Tobolowsky', 'Henry O. Watson', 'Tom Hallick', 'Darren Moore', 'Allan Gray']"
0,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",15511,en,VeggieTales: The Pirates Who Don't Do Anything,1.800119,2008-01-11,0,85.0,Released,,VeggieTales: The Pirates Who Don't Do Anything,5.9,25,VeggieTales: The Pirates Who Don't Do Anything,"['Phil Vischer', 'Mike Nawrocki', 'Cam Clarke', 'Laura Gerow', 'Yuri Lowenthal', 'Alan Lee', 'Cydney Trent', 'Keri Pisapia', 'Megan Murphy', 'Sondra Morton Chaffin', 'Jim Poole', 'Tim Hodge', 'Drake Lyle', 'Ally Nawrocki', 'Patrick Kramer']"
15000000,"['Music', 'Documentary']",37003,en,U2 3D,0.335195,2007-05-19,22730842,85.0,Released,Hear See Experience,U2 3D,6.7,10,U2 3D,"['Bono', 'The Edge', 'Adam Clayton', ' Larry Mullen Jr.']"
25000000,"['Action', 'Fantasy', 'Science Fiction']",12211,en,Highlander: Endgame,11.782725,2000-09-01,15843608,87.0,Released,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",Highlander: Endgame,4.4,104,Highlander: Endgame,"['Christopher Lambert', 'Bruce Payne', 'Adrian Paul', 'Donnie Yen', 'Lisa Barbuscia', 'Beatie Edney']"
0,"['Crime', 'Drama', 'Music']",13816,en,Idlewild,2.711955,2006-08-25,0,121.0,Released,,Idlewild,5.1,17,Idlewild,"['André Benjamin', 'Paula Patton', 'Terrence Howard', 'Faizon Love', 'Malinda Williams', 'Cicely Tyson', 'Macy Gray', 'Ben Vereen', 'Paula Jai Parker', ""Bobb'e J. Thompson"", 'Patti LaBelle', 'Ving Rhames', 'Jackie Long', 'Oscar Dillon', 'Jalil Jay Lynch', 'Esau McGraw', 'Bruce Bruce', ""Bre'Wan Waddell"", 'Carol Mitchell-leon', 'China Anderson', 'Isis Faust', 'Kyra Freeman', 'Kabrina Truesdale', 'Rodney Johnson', 'Big Boi']"
15000000,"['Drama', 'Romance']",51828,en,One Day,16.629173,2011-03-02,59389433,107.0,Released,Twenty years. Two people.,One Day,7.0,978,One Day,"['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson', 'Ken Stott', 'Romola Garai', 'Rafe Spall', 'Jodie Whittaker', 'Tom Mison', 'Toby Regbo', 'Matthew Beard', 'Georgia King', 'Heida Reed', 'Matt Berry', 'Joséphine de la Baume', 'Amanda Fairbank-Hynes', 'Tom Arnold', 'Diana Kent', 'James Laurenson', 'Sébastien Dupuis', 'Lorna Gayle', 'Emilia Jones', 'Eden Mengelgrein', 'Kayla Mengelgrein', 'Clara Paget', 'Tim Key', 'Gil Alma', 'David Ajala', 'Georgia King', 'Ukweli Roach', 'Phoebe Fox', 'Joanna Ampil']"
15000000,['Drama'],22798,en,Whip It,20.05902,2009-09-13,16633035,111.0,Released,Be Your Own Hero,Whip It,6.7,357,Whip It,"['Ellen Page', 'Alia Shawkat', 'Kristen Wiig', 'Drew Barrymore', 'Shannon Eagen', 'Landon Pigg', 'Zoë Bell', 'Juliette Lewis', 'Ari Graynor', 'Sarah Habel', 'Marcia Gay Harden', 'Jimmy Fallon', 'Andrew Wilson', 'Eve', 'Daniel Stern', 'Har Mar Superstar', 'Carlo Alban', 'Wallace Bridges', 'John Lepard', 'Austin Bickel']"
